spark.memory.storageFraction,spark.executor.cores,spark.executor.memory,spark.executor.instances,spark.memory.fraction,spark.shuffle.file.buffer,spark.reducer.maxBlocksInFlightPerAddress,spark.default.parallelism,spark.reducer.maxSizeInFlight,spark.executor.memoryOverhead,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
326.0,3.0,5.0,6.0,384.0,0.75,0.66,1666075600.0,30.0,22.0,2.126,0.025,0.996,0.191,210.872
331.0,3.0,5.0,6.0,418.0,0.77,0.67,1679296500.0,33.0,22.0,0.0,0.03,0.996,0.159,207.579
324.0,3.0,5.0,7.0,402.0,0.76,0.65,1667873500.0,31.0,23.0,0.0,0.023,0.994,0.214,206.412
319.0,3.0,5.0,7.0,417.0,0.76,0.66,1690045600.0,33.0,22.0,0.0,0.032,0.996,0.151,205.793
322.0,3.0,5.0,6.0,425.0,0.76,0.67,1670950900.0,32.0,22.0,0.0,0.029,0.998,0.169,204.752
325.0,3.0,5.0,7.0,397.0,0.77,0.67,1685262600.0,31.0,21.0,0.0,0.022,0.996,0.226,203.082
323.0,3.0,5.0,7.0,410.0,0.79,0.67,1689567700.0,32.0,23.0,0.0,0.028,0.995,0.177,197.488
328.0,3.0,5.0,7.0,413.0,0.77,0.66,1653809500.0,32.0,21.0,0.0,0.03,0.996,0.167,197.002
323.0,3.0,5.0,7.0,418.0,0.77,0.67,1659751400.0,32.0,22.0,0.0,0.026,0.994,0.195,194.382
318.0,3.0,5.0,6.0,387.0,0.75,0.66,1680914200.0,30.0,21.0,0.0,0.031,0.997,0.167,193.889
324.0,3.0,5.0,7.0,386.0,0.78,0.66,1685016300.0,30.0,22.0,0.0,0.024,0.998,0.22,191.761
328.0,3.0,5.0,6.0,419.0,0.76,0.67,1713121300.0,33.0,23.0,0.0,0.034,0.997,0.156,189.651
325.0,3.0,5.0,7.0,391.0,0.77,0.67,1703446400.0,30.0,22.0,0.0,0.021,0.995,0.252,184.521
320.0,3.0,5.0,7.0,385.0,0.76,0.66,1653807100.0,29.0,21.0,0.0,0.033,0.998,0.167,181.397
326.0,3.0,5.0,7.0,428.0,0.77,0.66,1660847100.0,33.0,23.0,0.0,0.033,0.996,0.169,177.627
321.0,3.0,5.0,7.0,413.0,0.75,0.65,1665058300.0,32.0,22.0,0.0,0.029,0.994,0.191,176.839
321.0,3.0,5.0,7.0,404.0,0.76,0.67,1661543800.0,31.0,21.0,0.0,0.025,0.994,0.224,175.674
319.0,3.0,5.0,6.0,424.0,0.76,0.66,1666139600.0,33.0,22.0,0.0,0.034,0.997,0.17,174.664
320.0,3.0,5.0,6.0,419.0,0.77,0.66,1665106700.0,32.0,24.0,0.0,0.034,0.999,0.17,172.42
324.0,3.0,5.0,7.0,404.0,0.77,0.67,1676836500.0,31.0,21.0,0.0,0.023,0.994,0.253,170.8
325.0,3.0,5.0,7.0,389.0,0.77,0.67,1683309800.0,30.0,21.0,0.0,0.025,0.998,0.233,170.473
325.0,3.0,5.0,6.0,426.0,0.77,0.66,1678129900.0,33.0,23.0,0.0,0.033,0.998,0.179,169.926
324.0,3.0,5.0,7.0,384.0,0.75,0.66,1699562600.0,29.0,21.0,2.137,0.034,0.998,0.175,169.888
327.0,3.0,5.0,7.0,414.0,0.76,0.65,1653236700.0,32.0,22.0,0.0,0.028,0.993,0.209,169.51
326.0,3.0,5.0,7.0,391.0,0.75,0.65,1654988900.0,30.0,21.0,0.0,0.029,0.996,0.202,168.394
321.0,3.0,5.0,7.0,409.0,0.76,0.66,1658756900.0,31.0,21.0,0.0,0.027,0.994,0.218,167.103
331.0,3.0,5.0,7.0,384.0,0.77,0.66,1676675100.0,28.0,22.0,2.213,0.03,0.997,0.2,166.282
327.0,3.0,5.0,7.0,394.0,0.75,0.66,1690494500.0,31.0,21.0,0.0,0.026,0.994,0.235,164.911
327.0,3.0,5.0,7.0,389.0,0.75,0.66,1668293100.0,30.0,21.0,0.0,0.028,0.996,0.22,163.641
327.0,3.0,5.0,7.0,422.0,0.75,0.66,1669749000.0,32.0,23.0,0.0,0.03,0.994,0.201,163.012
326.0,3.0,5.0,7.0,393.0,0.77,0.67,1651101400.0,29.0,20.0,0.0,0.032,0.997,0.189,162.667
323.0,3.0,5.0,7.0,418.0,0.75,0.65,1647207600.0,32.0,23.0,0.0,0.033,0.994,0.188,161.791
323.0,3.0,5.0,7.0,404.0,0.76,0.67,1652770700.0,31.0,21.0,0.0,0.025,0.994,0.247,159.594
325.0,3.0,5.0,6.0,430.0,0.76,0.66,1661600900.0,33.0,22.0,0.0,0.034,0.997,0.187,158.944
328.0,3.0,5.0,6.0,425.0,0.76,0.67,1703947100.0,33.0,23.0,0.0,0.035,0.998,0.184,156.46
321.0,3.0,5.0,7.0,412.0,0.76,0.66,1654453900.0,31.0,20.0,0.0,0.033,0.995,0.197,154.05
328.0,3.0,5.0,7.0,393.0,0.76,0.65,1668118500.0,30.0,21.0,0.0,0.027,0.996,0.251,145.443
321.0,3.0,5.0,6.0,422.0,0.76,0.66,1663911400.0,32.0,21.0,0.0,0.034,0.995,0.203,144.538
323.0,3.0,5.0,7.0,400.0,0.77,0.66,1660729500.0,31.0,21.0,0.0,0.023,0.992,0.293,144.453
322.0,3.0,5.0,6.0,418.0,0.77,0.67,1683770600.0,32.0,24.0,0.0,0.033,0.997,0.215,142.235
321.0,3.0,5.0,7.0,392.0,0.78,0.67,1691152600.0,30.0,22.0,0.0,0.023,0.993,0.307,141.145
325.0,3.0,5.0,7.0,384.0,0.76,0.67,1669809500.0,29.0,20.0,2.152,0.035,0.998,0.208,138.824
323.0,3.0,5.0,7.0,435.0,0.76,0.66,1676554200.0,33.0,23.0,0.0,0.036,0.995,0.2,138.739
325.0,3.0,5.0,7.0,413.0,0.76,0.66,1652448000.0,31.0,24.0,0.0,0.029,0.99,0.247,138.699
325.0,3.0,5.0,6.0,399.0,0.75,0.66,1670105300.0,30.0,20.0,0.0,0.031,0.991,0.234,138.376
326.0,3.0,5.0,7.0,384.0,0.76,0.66,1652028900.0,28.0,21.0,2.17,0.035,0.998,0.209,136.692
323.0,3.0,5.0,6.0,421.0,0.77,0.66,1656162300.0,33.0,23.0,0.0,0.033,0.998,0.223,136.464
323.0,3.0,5.0,6.0,426.0,0.76,0.66,1688114200.0,33.0,23.0,0.0,0.035,0.997,0.21,136.302
322.0,3.0,5.0,7.0,389.0,0.76,0.66,1674768000.0,30.0,20.0,0.0,0.031,0.996,0.233,136.055
327.0,3.0,5.0,7.0,414.0,0.74,0.65,1650928400.0,32.0,22.0,0.0,0.031,0.991,0.236,136.053
325.0,3.0,5.0,7.0,384.0,0.76,0.67,1683067600.0,29.0,20.0,2.118,0.035,0.998,0.212,134.767
325.0,3.0,5.0,7.0,430.0,0.75,0.66,1686405400.0,33.0,23.0,0.0,0.036,0.994,0.209,132.077
321.0,3.0,5.0,7.0,421.0,0.76,0.66,1681645800.0,32.0,21.0,0.0,0.033,0.992,0.228,131.156
328.0,3.0,5.0,6.0,428.0,0.76,0.67,1685023900.0,33.0,22.0,0.0,0.033,0.997,0.235,129.086
322.0,3.0,5.0,7.0,395.0,0.75,0.65,1657200600.0,30.0,21.0,0.0,0.029,0.993,0.278,122.346
328.0,3.0,5.0,6.0,417.0,0.76,0.66,1691254900.0,32.0,24.0,0.0,0.034,0.997,0.242,122.069
326.0,3.0,5.0,7.0,384.0,0.76,0.66,1678839300.0,29.0,21.0,2.157,0.031,0.997,0.276,117.919
322.0,3.0,5.0,6.0,421.0,0.76,0.65,1654739700.0,32.0,23.0,0.0,0.032,0.994,0.261,117.797
324.0,3.0,5.0,6.0,433.0,0.76,0.67,1694528500.0,34.0,23.0,0.0,0.039,0.995,0.217,116.738
323.0,3.0,5.0,7.0,408.0,0.76,0.67,1655257300.0,31.0,20.0,0.0,0.031,0.991,0.282,114.973
328.0,3.0,5.0,6.0,429.0,0.76,0.66,1704962600.0,34.0,23.0,0.0,0.04,0.994,0.219,114.283
329.0,3.0,5.0,7.0,396.0,0.75,0.66,1635458600.0,30.0,20.0,0.0,0.033,0.992,0.267,112.619
326.0,3.0,5.0,7.0,430.0,0.75,0.65,1686075000.0,34.0,23.0,0.0,0.041,0.995,0.222,110.788
322.0,3.0,5.0,7.0,384.0,0.75,0.66,1656785800.0,28.0,21.0,2.166,0.037,0.997,0.245,110.04
322.0,3.0,5.0,6.0,435.0,0.75,0.65,1656749300.0,33.0,22.0,0.0,0.039,0.994,0.233,109.96
328.0,3.0,5.0,7.0,436.0,0.75,0.66,1675711600.0,34.0,22.0,0.0,0.039,0.994,0.233,109.326
327.0,3.0,5.0,7.0,384.0,0.77,0.66,1659075200.0,27.0,21.0,2.217,0.037,0.999,0.249,107.935
327.0,3.0,5.0,6.0,419.0,0.74,0.66,1659541500.0,32.0,21.0,0.0,0.035,0.99,0.265,107.098
323.0,3.0,5.0,6.0,438.0,0.77,0.66,1680358100.0,34.0,23.0,0.0,0.04,0.995,0.234,106.994
321.0,3.0,5.0,7.0,384.0,0.78,0.66,1694097400.0,30.0,21.0,0.0,0.03,0.996,0.312,105.949
322.0,3.0,5.0,7.0,412.0,0.76,0.67,1643843000.0,31.0,20.0,0.0,0.033,0.991,0.288,105.636
325.0,3.0,5.0,7.0,384.0,0.77,0.67,1700147200.0,29.0,21.0,2.186,0.031,0.998,0.31,105.189
323.0,3.0,5.0,7.0,384.0,0.76,0.66,1651212700.0,28.0,21.0,2.172,0.036,0.998,0.267,104.853
325.0,3.0,5.0,7.0,384.0,0.77,0.68,1704662500.0,29.0,21.0,2.194,0.032,0.998,0.294,104.615
323.0,3.0,5.0,7.0,384.0,0.76,0.66,1657911700.0,29.0,20.0,2.178,0.037,0.998,0.265,103.122
321.0,3.0,5.0,7.0,394.0,0.75,0.65,1641384300.0,30.0,20.0,0.0,0.035,0.994,0.275,102.987
322.0,3.0,5.0,7.0,437.0,0.76,0.66,1660692500.0,34.0,23.0,0.0,0.041,0.996,0.239,102.491
322.0,3.0,5.0,6.0,435.0,0.77,0.67,1646413000.0,34.0,23.0,0.0,0.04,0.996,0.251,99.315
322.0,3.0,5.0,7.0,384.0,0.75,0.66,1672309400.0,29.0,21.0,2.13,0.033,0.995,0.309,98.268
322.0,3.0,5.0,7.0,432.0,0.75,0.65,1667651600.0,33.0,24.0,0.0,0.043,0.995,0.238,97.178
325.0,3.0,5.0,6.0,441.0,0.76,0.67,1687627300.0,34.0,22.0,0.0,0.039,0.995,0.27,94.309
323.0,3.0,5.0,7.0,384.0,0.76,0.66,1687975700.0,30.0,20.0,2.124,0.033,0.995,0.324,92.531
327.0,3.0,5.0,7.0,384.0,0.77,0.67,1664512300.0,27.0,21.0,2.227,0.036,0.998,0.303,90.894
325.0,3.0,5.0,7.0,384.0,0.76,0.67,1659201200.0,29.0,20.0,2.146,0.035,0.996,0.313,90.289
323.0,3.0,5.0,6.0,435.0,0.75,0.66,1668766500.0,34.0,24.0,0.0,0.045,0.996,0.25,87.618
326.0,3.0,5.0,7.0,384.0,0.77,0.66,1679844100.0,27.0,21.0,2.25,0.036,0.999,0.314,87.585
323.0,3.0,5.0,7.0,384.0,0.75,0.66,1673470200.0,29.0,20.0,2.182,0.037,0.997,0.31,87.093
326.0,3.0,5.0,7.0,388.0,0.75,0.67,1621139500.0,29.0,20.0,0.0,0.038,0.991,0.304,86.474
325.0,3.0,5.0,7.0,384.0,0.76,0.65,1653457700.0,27.0,21.0,2.247,0.04,0.997,0.294,85.569
327.0,3.0,5.0,7.0,386.0,0.75,0.65,1645782800.0,29.0,20.0,0.0,0.039,0.994,0.298,85.306
320.0,3.0,5.0,7.0,448.0,0.76,0.67,1682562000.0,34.0,22.0,0.0,0.042,0.989,0.279,84.935
324.0,3.0,5.0,7.0,384.0,0.77,0.67,1670319900.0,28.0,20.0,2.187,0.037,0.998,0.318,84.059
326.0,3.0,5.0,6.0,442.0,0.76,0.66,1697330800.0,35.0,23.0,0.0,0.045,0.994,0.268,82.333
325.0,3.0,5.0,6.0,443.0,0.76,0.66,1697842400.0,35.0,23.0,0.0,0.046,0.993,0.267,81.631
326.0,3.0,5.0,7.0,384.0,0.77,0.66,1658875900.0,27.0,20.0,2.21,0.041,0.999,0.297,81.364
328.0,3.0,5.0,7.0,431.0,0.77,0.67,1674762200.0,33.0,25.0,0.0,0.042,0.993,0.293,80.137
321.0,3.0,5.0,7.0,445.0,0.76,0.65,1639407900.0,34.0,22.0,0.0,0.044,0.988,0.281,79.522
326.0,3.0,5.0,7.0,384.0,0.75,0.66,1691920900.0,28.0,20.0,2.181,0.04,0.996,0.312,78.929
330.0,3.0,5.0,7.0,384.0,0.76,0.67,1665830100.0,27.0,21.0,2.259,0.038,0.997,0.336,78.188
327.0,3.0,5.0,7.0,384.0,0.76,0.67,1690626600.0,28.0,20.0,2.176,0.039,0.997,0.333,77.136
323.0,3.0,5.0,7.0,384.0,0.75,0.66,1665613300.0,28.0,20.0,2.195,0.041,0.996,0.32,76.707
328.0,3.0,5.0,7.0,384.0,0.78,0.68,1670078600.0,28.0,20.0,2.167,0.04,0.997,0.325,76.253
325.0,3.0,5.0,7.0,384.0,0.75,0.65,1666663800.0,28.0,20.0,2.197,0.041,0.996,0.316,76.152
325.0,3.0,5.0,7.0,384.0,0.75,0.66,1664361000.0,28.0,19.0,2.179,0.045,0.996,0.294,76.023
324.0,3.0,5.0,7.0,384.0,0.75,0.65,1669033500.0,29.0,20.0,2.145,0.038,0.994,0.346,74.929
324.0,3.0,5.0,7.0,449.0,0.77,0.66,1664050200.0,34.0,21.0,0.0,0.045,0.986,0.293,74.809
326.0,3.0,5.0,7.0,384.0,0.77,0.66,1639259900.0,29.0,20.0,2.15,0.036,0.994,0.376,73.478
322.0,3.0,5.0,7.0,384.0,0.76,0.66,1666240100.0,28.0,20.0,2.177,0.04,0.996,0.35,71.86
324.0,3.0,5.0,6.0,436.0,0.74,0.66,1632570400.0,33.0,21.0,0.0,0.044,0.987,0.316,70.533
326.0,3.0,5.0,7.0,384.0,0.76,0.66,1663720600.0,26.0,21.0,2.303,0.041,0.998,0.367,66.802
320.0,3.0,5.0,6.0,450.0,0.75,0.65,1633278700.0,34.0,22.0,0.0,0.048,0.989,0.31,66.703
322.0,3.0,5.0,7.0,384.0,0.77,0.66,1687115500.0,27.0,21.0,2.289,0.038,0.999,0.396,66.515
318.0,3.0,5.0,6.0,435.0,0.76,0.67,1689253400.0,34.0,23.0,0.0,0.041,0.992,0.363,66.15
322.0,3.0,5.0,7.0,384.0,0.76,0.66,1664687700.0,27.0,20.0,2.21,0.043,0.998,0.357,65.14
326.0,3.0,5.0,7.0,384.0,0.76,0.66,1676660500.0,28.0,20.0,2.216,0.038,0.994,0.403,64.513
322.0,3.0,5.0,6.0,449.0,0.75,0.67,1649363200.0,34.0,21.0,0.0,0.048,0.988,0.321,63.416
324.0,3.0,5.0,7.0,384.0,0.75,0.65,1664750700.0,28.0,20.0,2.206,0.042,0.996,0.384,61.991
328.0,3.0,5.0,6.0,444.0,0.78,0.68,1687737900.0,35.0,24.0,0.0,0.051,0.996,0.318,60.773
328.0,3.0,5.0,7.0,384.0,0.75,0.66,1672081700.0,27.0,20.0,2.22,0.043,0.996,0.383,60.081
324.0,3.0,5.0,6.0,453.0,0.75,0.66,1677531000.0,35.0,23.0,0.0,0.048,0.99,0.353,57.911
328.0,3.0,5.0,6.0,451.0,0.77,0.68,1648857100.0,34.0,23.0,0.0,0.045,0.994,0.384,57.779
322.0,3.0,5.0,7.0,384.0,0.76,0.66,1649869400.0,28.0,19.0,2.187,0.045,0.995,0.384,57.603
323.0,3.0,5.0,6.0,443.0,0.74,0.66,1643391700.0,34.0,21.0,0.0,0.049,0.986,0.353,57.157
322.0,3.0,5.0,7.0,454.0,0.78,0.67,1672148200.0,35.0,24.0,0.0,0.052,0.985,0.349,54.469
324.0,3.0,5.0,7.0,459.0,0.76,0.66,1680506900.0,35.0,24.0,0.0,0.053,0.99,0.344,54.394
324.0,3.0,5.0,6.0,450.0,0.76,0.67,1637566800.0,35.0,23.0,0.0,0.048,0.991,0.386,53.842
326.0,3.0,5.0,6.0,450.0,0.76,0.66,1677961200.0,34.0,25.0,0.0,0.052,0.995,0.371,52.021
323.0,3.0,5.0,7.0,451.0,0.77,0.66,1663398000.0,35.0,25.0,0.0,0.055,0.992,0.352,51.13
325.0,3.0,5.0,7.0,453.0,0.75,0.66,1669557400.0,35.0,25.0,0.0,0.057,0.989,0.342,50.956
314.0,3.0,5.0,6.0,450.0,0.74,0.65,1648507100.0,34.0,23.0,0.0,0.052,0.99,0.385,49.862
326.0,3.0,5.0,7.0,450.0,0.78,0.67,1700801400.0,35.0,25.0,0.0,0.056,0.989,0.367,48.279
323.0,3.0,5.0,7.0,472.0,0.77,0.66,1682060000.0,36.0,23.0,0.0,0.055,0.983,0.389,46.369
317.0,3.0,5.0,6.0,457.0,0.74,0.66,1649115900.0,34.0,21.0,0.0,0.054,0.984,0.395,46.269
317.0,3.0,5.0,6.0,449.0,0.76,0.66,1678666100.0,35.0,24.0,0.0,0.053,0.993,0.419,44.833
326.0,3.0,5.0,6.0,463.0,0.75,0.66,1667498200.0,36.0,22.0,0.0,0.052,0.986,0.424,44.412
327.0,3.0,5.0,6.0,472.0,0.76,0.67,1675407400.0,36.0,23.0,0.0,0.054,0.992,0.419,43.585
328.0,3.0,5.0,7.0,384.0,0.77,0.66,1645631500.0,26.0,19.0,2.28,0.05,0.997,0.455,43.342
326.0,3.0,5.0,6.0,469.0,0.76,0.66,1662171500.0,36.0,24.0,0.0,0.059,0.989,0.391,42.984
327.0,3.0,5.0,6.0,462.0,0.75,0.65,1674015500.0,36.0,24.0,0.0,0.06,0.989,0.413,40.214
326.0,3.0,5.0,7.0,475.0,0.76,0.66,1679816700.0,37.0,23.0,0.0,0.058,0.98,0.438,38.303
325.0,3.0,5.0,6.0,477.0,0.76,0.67,1679024100.0,37.0,24.0,0.0,0.063,0.987,0.445,34.996
323.0,3.0,5.0,7.0,475.0,0.77,0.66,1649601000.0,36.0,25.0,0.0,0.065,0.982,0.451,33.398
317.0,3.0,5.0,6.0,467.0,0.74,0.66,1648669300.0,36.0,24.0,0.0,0.064,0.988,0.473,32.467
330.0,3.0,5.0,6.0,454.0,0.76,0.68,1656647800.0,35.0,25.0,0.0,0.059,0.989,0.531,31.658
321.0,3.0,5.0,7.0,474.0,0.77,0.65,1683342000.0,37.0,25.0,0.0,0.069,0.978,0.451,31.273
322.0,3.0,5.0,6.0,474.0,0.77,0.67,1653814100.0,37.0,25.0,0.0,0.068,0.993,0.503,28.982
325.0,3.0,5.0,6.0,473.0,0.77,0.65,1656964500.0,36.0,25.0,0.0,0.065,0.981,0.522,28.668
323.0,3.0,5.0,6.0,475.0,0.77,0.68,1663814700.0,37.0,25.0,0.0,0.069,0.991,0.518,27.781
325.0,3.0,5.0,6.0,478.0,0.77,0.66,1668264400.0,37.0,26.0,0.0,0.072,0.985,0.513,26.581
326.0,3.0,5.0,7.0,384.0,0.76,0.66,1661640700.0,24.0,18.0,5.22,0.061,0.995,0.655,25.025
322.0,3.0,5.0,6.0,481.0,0.74,0.65,1669123800.0,37.0,25.0,0.0,0.074,0.978,0.587,22.394
325.0,3.0,5.0,6.0,486.0,0.75,0.65,1661228000.0,38.0,25.0,0.0,0.077,0.981,0.582,21.848
322.0,3.0,5.0,6.0,487.0,0.76,0.66,1663840000.0,37.0,26.0,0.0,0.077,0.984,0.616,20.867
319.0,3.0,5.0,6.0,497.0,0.76,0.67,1670719000.0,38.0,25.0,0.032,0.079,0.972,0.615,19.963
322.0,3.0,5.0,6.0,482.0,0.77,0.66,1680107500.0,38.0,27.0,0.0,0.082,0.979,0.624,19.132
323.0,3.0,5.0,6.0,497.0,0.75,0.67,1677196000.0,38.0,24.0,0.022,0.075,0.971,0.7,18.527
317.0,3.0,5.0,6.0,497.0,0.75,0.66,1654837600.0,38.0,25.0,0.027,0.083,0.977,0.662,17.855
318.0,3.0,5.0,6.0,497.0,0.76,0.65,1648896300.0,38.0,25.0,0.024,0.083,0.976,0.663,17.748
320.0,3.0,5.0,6.0,496.0,0.78,0.67,1665060900.0,38.0,27.0,0.019,0.088,0.973,0.662,16.632
326.0,3.0,5.0,6.0,492.0,0.77,0.67,1668513300.0,38.0,27.0,0.0,0.083,0.985,0.74,16.068
320.0,3.0,5.0,6.0,497.0,0.75,0.67,1673046100.0,38.0,25.0,0.097,0.08,0.97,0.766,15.824
321.0,3.0,5.0,6.0,497.0,0.77,0.67,1673769000.0,38.0,26.0,0.152,0.082,0.962,0.805,14.555
321.0,3.0,5.0,6.0,497.0,0.76,0.66,1655471600.0,38.0,27.0,0.097,0.089,0.97,0.758,14.379
321.0,3.0,5.0,6.0,497.0,0.76,0.67,1656768900.0,38.0,26.0,0.122,0.084,0.973,0.829,13.991
320.0,3.0,5.0,6.0,497.0,0.76,0.66,1696984300.0,38.0,26.0,0.102,0.085,0.958,0.809,13.922
320.0,3.0,5.0,6.0,497.0,0.75,0.64,1631733200.0,38.0,27.0,0.165,0.095,0.936,0.896,10.999
319.0,2.0,5.0,6.0,497.0,0.76,0.65,1646484500.0,38.0,27.0,0.33,0.115,0.91,1.026,7.722
spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.memory.fraction,spark.memory.storageFraction,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
330.0,3.0,5.0,7.0,433.0,0.78,0.66,1642656600.0,30.0,23.0,0.0,0.033,0.989,0.258,115.855
325.0,3.0,5.0,7.0,415.0,0.77,0.67,1647804400.0,27.0,23.0,0.0,0.035,0.993,0.247,114.575
327.0,3.0,5.0,7.0,431.0,0.78,0.66,1652806300.0,28.0,22.0,0.0,0.036,0.991,0.251,108.996
334.0,3.0,5.0,7.0,431.0,0.77,0.67,1633396600.0,28.0,23.0,0.0,0.039,0.991,0.234,108.508
331.0,3.0,5.0,7.0,439.0,0.77,0.67,1642864100.0,28.0,23.0,0.0,0.04,0.991,0.233,107.55
327.0,3.0,5.0,7.0,449.0,0.77,0.66,1646885900.0,29.0,22.0,0.0,0.036,0.988,0.268,101.166
331.0,3.0,5.0,7.0,440.0,0.77,0.67,1651248900.0,28.0,23.0,0.0,0.039,0.99,0.251,100.516
326.0,3.0,5.0,7.0,458.0,0.77,0.68,1668872200.0,29.0,22.0,0.0,0.038,0.989,0.262,99.294
326.0,3.0,5.0,7.0,437.0,0.76,0.66,1672094700.0,27.0,22.0,0.0,0.039,0.989,0.263,96.637
328.0,3.0,5.0,7.0,449.0,0.77,0.67,1628359200.0,28.0,22.0,0.0,0.041,0.989,0.254,96.046
329.0,3.0,5.0,7.0,425.0,0.77,0.67,1626031400.0,28.0,23.0,0.0,0.036,0.989,0.287,94.526
329.0,3.0,5.0,7.0,419.0,0.77,0.66,1663461400.0,26.0,22.0,0.0,0.038,0.991,0.275,94.2
327.0,3.0,5.0,7.0,433.0,0.78,0.67,1643662800.0,27.0,23.0,0.0,0.041,0.99,0.259,92.606
322.0,3.0,5.0,7.0,462.0,0.77,0.66,1668101100.0,30.0,23.0,0.0,0.037,0.987,0.285,92.415
324.0,3.0,5.0,7.0,455.0,0.77,0.67,1638925600.0,29.0,22.0,0.0,0.038,0.987,0.283,91.721
330.0,3.0,5.0,7.0,421.0,0.77,0.67,1629570800.0,27.0,23.0,0.0,0.039,0.989,0.28,91.228
325.0,3.0,5.0,7.0,458.0,0.76,0.66,1674231300.0,29.0,22.0,0.0,0.038,0.986,0.288,90.395
327.0,3.0,5.0,7.0,428.0,0.78,0.67,1650251300.0,27.0,23.0,0.0,0.04,0.989,0.277,90.08
326.0,3.0,5.0,7.0,442.0,0.77,0.67,1666746000.0,27.0,22.0,0.0,0.039,0.988,0.281,89.65
330.0,3.0,5.0,7.0,437.0,0.77,0.67,1643652900.0,28.0,24.0,0.0,0.043,0.989,0.256,89.427
328.0,3.0,5.0,7.0,448.0,0.77,0.67,1636515000.0,28.0,23.0,0.0,0.041,0.988,0.269,89.1
328.0,3.0,5.0,7.0,419.0,0.77,0.66,1657880800.0,27.0,22.0,0.0,0.035,0.99,0.317,88.928
324.0,3.0,5.0,7.0,461.0,0.77,0.66,1656406500.0,30.0,23.0,0.0,0.037,0.985,0.299,88.449
332.0,3.0,5.0,7.0,446.0,0.77,0.68,1615158500.0,29.0,23.0,0.0,0.042,0.988,0.271,87.851
331.0,3.0,5.0,7.0,448.0,0.77,0.67,1643337200.0,28.0,23.0,0.0,0.042,0.988,0.271,87.369
326.0,3.0,5.0,7.0,427.0,0.77,0.67,1650047900.0,27.0,22.0,0.0,0.036,0.989,0.314,86.528
326.0,3.0,5.0,7.0,441.0,0.77,0.67,1644724000.0,28.0,22.0,0.0,0.037,0.987,0.311,85.809
323.0,3.0,5.0,7.0,463.0,0.77,0.67,1665061600.0,29.0,23.0,0.0,0.04,0.987,0.288,85.221
328.0,3.0,5.0,7.0,444.0,0.77,0.67,1635714800.0,27.0,23.0,0.0,0.044,0.988,0.267,84.991
326.0,3.0,5.0,7.0,457.0,0.77,0.67,1662088200.0,29.0,23.0,0.0,0.038,0.985,0.306,84.504
328.0,3.0,5.0,7.0,435.0,0.77,0.67,1655799300.0,26.0,22.0,0.0,0.042,0.989,0.281,84.068
328.0,3.0,5.0,7.0,439.0,0.77,0.67,1637495000.0,28.0,22.0,0.0,0.038,0.986,0.317,83.0
330.0,3.0,5.0,6.0,463.0,0.76,0.67,1622593500.0,30.0,23.0,0.0,0.041,0.989,0.29,82.726
328.0,3.0,5.0,7.0,469.0,0.77,0.67,1648709400.0,30.0,22.0,0.0,0.038,0.984,0.316,82.325
320.0,3.0,5.0,7.0,444.0,0.77,0.66,1691907600.0,27.0,22.0,0.0,0.043,0.988,0.282,82.323
326.0,3.0,5.0,7.0,419.0,0.77,0.67,1662313500.0,25.0,23.0,0.0,0.042,0.99,0.292,81.583
330.0,3.0,5.0,7.0,448.0,0.78,0.68,1633546800.0,28.0,23.0,0.0,0.045,0.988,0.272,80.82
330.0,3.0,5.0,7.0,418.0,0.77,0.67,1632695300.0,27.0,21.0,0.0,0.041,0.991,0.3,80.746
324.0,3.0,5.0,7.0,431.0,0.77,0.67,1665439000.0,26.0,22.0,0.0,0.04,0.989,0.307,80.072
326.0,3.0,5.0,7.0,467.0,0.76,0.67,1653948800.0,29.0,22.0,0.0,0.041,0.985,0.306,79.509
332.0,3.0,5.0,7.0,453.0,0.77,0.67,1636432500.0,30.0,24.0,0.0,0.042,0.986,0.299,78.965
328.0,3.0,5.0,7.0,443.0,0.76,0.66,1675737700.0,26.0,22.0,0.0,0.044,0.987,0.282,78.887
326.0,3.0,5.0,7.0,454.0,0.77,0.67,1632690400.0,28.0,23.0,0.0,0.042,0.986,0.295,78.868
323.0,3.0,5.0,7.0,454.0,0.77,0.67,1685444600.0,27.0,23.0,0.0,0.045,0.987,0.282,78.382
328.0,3.0,5.0,7.0,439.0,0.77,0.67,1645696500.0,27.0,24.0,0.0,0.046,0.988,0.273,78.342
335.0,3.0,5.0,7.0,423.0,0.77,0.68,1631423500.0,26.0,23.0,0.0,0.045,0.989,0.278,78.128
330.0,3.0,5.0,7.0,440.0,0.77,0.68,1639131000.0,27.0,23.0,0.0,0.044,0.987,0.288,77.129
332.0,3.0,5.0,7.0,407.0,0.78,0.68,1637147600.0,26.0,22.0,0.0,0.04,0.991,0.322,76.911
323.0,3.0,5.0,7.0,463.0,0.77,0.67,1679974900.0,28.0,22.0,0.0,0.042,0.984,0.306,76.83
331.0,3.0,5.0,7.0,456.0,0.78,0.67,1644754400.0,30.0,24.0,0.0,0.043,0.987,0.299,76.743
