spark.memory.storageFraction,spark.executor.cores,spark.executor.memory,spark.executor.instances,spark.memory.fraction,spark.shuffle.file.buffer,spark.reducer.maxBlocksInFlightPerAddress,spark.default.parallelism,spark.reducer.maxSizeInFlight,spark.executor.memoryOverhead,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
0.5,1.0,5.0,4.0,0.65,48.0,1215470800.0,500.0,42.0,520.0,6.759,0.02,0.997,0.406,125.406
0.51,1.0,5.0,4.0,0.65,46.0,1289830900.0,433.0,44.0,534.0,0.046,0.019,0.986,0.408,125.311
0.5,1.0,5.0,4.0,0.64,48.0,1215915400.0,500.0,43.0,510.0,6.73,0.021,0.998,0.387,125.125
0.5,1.0,5.0,4.0,0.65,48.0,1191207800.0,498.0,43.0,505.0,6.607,0.022,0.996,0.375,123.593
0.5,1.0,5.0,4.0,0.65,48.0,1232150800.0,500.0,42.0,500.0,6.654,0.022,0.997,0.371,122.292
0.5,1.0,5.0,4.0,0.64,48.0,1209772000.0,496.0,42.0,509.0,6.604,0.023,0.997,0.363,120.438
0.51,1.0,5.0,4.0,0.65,46.0,1258305800.0,447.0,44.0,509.0,4.148,0.024,0.988,0.35,120.021
0.5,1.0,5.0,4.0,0.66,48.0,1206900500.0,500.0,43.0,519.0,6.804,0.02,0.997,0.425,119.358
0.5,1.0,5.0,4.0,0.66,47.0,1192181000.0,496.0,44.0,506.0,6.653,0.023,0.995,0.38,116.025
0.53,1.0,5.0,4.0,0.65,45.0,1300616600.0,438.0,43.0,521.0,0.009,0.021,0.99,0.414,115.971
0.5,1.0,5.0,4.0,0.65,48.0,1199055700.0,500.0,42.0,519.0,6.759,0.021,0.997,0.413,114.665
0.5,1.0,5.0,4.0,0.64,48.0,1218647300.0,500.0,42.0,511.0,6.721,0.023,0.998,0.387,114.325
0.54,1.0,5.0,4.0,0.65,46.0,1305413800.0,441.0,43.0,555.0,0.008,0.02,0.992,0.43,114.322
0.5,1.0,5.0,4.0,0.66,47.0,1169966100.0,494.0,44.0,515.0,4.617,0.022,0.992,0.4,111.768
0.5,1.0,5.0,4.0,0.63,48.0,1226807000.0,495.0,42.0,504.0,6.711,0.024,0.998,0.382,109.995
0.5,1.0,5.0,4.0,0.63,48.0,1217509100.0,482.0,42.0,503.0,6.617,0.026,0.995,0.357,108.644
0.5,1.0,5.0,4.0,0.65,48.0,1193607600.0,500.0,43.0,508.0,6.82,0.021,0.996,0.453,103.967
0.5,1.0,5.0,4.0,0.65,47.0,1165347300.0,488.0,43.0,500.0,6.692,0.021,0.993,0.444,103.953
0.5,1.0,5.0,4.0,0.65,48.0,1190534500.0,497.0,43.0,496.0,6.674,0.023,0.995,0.422,102.445
0.5,1.0,5.0,4.0,0.64,48.0,1212099800.0,500.0,42.0,499.0,6.679,0.025,0.998,0.396,99.69
0.5,1.0,5.0,4.0,0.64,48.0,1202749300.0,500.0,42.0,514.0,6.8,0.023,0.998,0.434,98.989
0.5,1.0,5.0,4.0,0.64,48.0,1199942400.0,500.0,42.0,509.0,6.768,0.024,0.998,0.421,97.282
0.5,1.0,5.0,4.0,0.65,48.0,1196157700.0,500.0,43.0,508.0,6.922,0.021,0.997,0.49,97.021
0.52,1.0,5.0,4.0,0.66,45.0,1353078300.0,432.0,43.0,544.0,0.024,0.023,0.987,0.447,94.124
0.5,1.0,5.0,4.0,0.64,48.0,1206106400.0,499.0,42.0,506.0,6.795,0.024,0.997,0.441,93.342
0.5,1.0,5.0,4.0,0.66,48.0,1187584100.0,500.0,42.0,508.0,6.75,0.025,0.997,0.419,93.317
0.53,1.0,5.0,4.0,0.65,46.0,1375284700.0,443.0,44.0,566.0,0.052,0.028,0.991,0.402,89.216
0.5,1.0,5.0,4.0,0.65,48.0,1172913900.0,500.0,43.0,499.0,6.759,0.024,0.995,0.458,88.896
0.5,1.0,5.0,4.0,0.65,48.0,1199361800.0,496.0,42.0,489.0,6.722,0.026,0.995,0.437,88.371
0.52,1.0,5.0,4.0,0.66,45.0,1312891900.0,436.0,44.0,514.0,0.012,0.025,0.987,0.457,85.683
0.5,1.0,5.0,4.0,0.64,47.0,1192403800.0,490.0,42.0,479.0,6.681,0.027,0.993,0.436,85.229
0.5,1.0,5.0,4.0,0.64,48.0,1188864000.0,500.0,42.0,500.0,6.807,0.027,0.997,0.452,82.132
0.5,1.0,5.0,4.0,0.64,48.0,1174548900.0,500.0,43.0,507.0,6.877,0.024,0.995,0.5,81.64
0.5,1.0,5.0,4.0,0.64,48.0,1181640700.0,500.0,42.0,503.0,6.806,0.027,0.996,0.467,79.416
0.53,1.0,5.0,4.0,0.66,45.0,1363328500.0,439.0,44.0,560.0,0.03,0.03,0.992,0.437,75.629
0.5,1.0,5.0,4.0,0.64,48.0,1196529200.0,500.0,42.0,499.0,6.973,0.026,0.998,0.5,75.357
0.5,1.0,5.0,4.0,0.64,48.0,1175292200.0,500.0,42.0,511.0,6.901,0.026,0.996,0.518,74.263
0.5,1.0,5.0,4.0,0.65,48.0,1159101200.0,500.0,43.0,503.0,6.95,0.025,0.995,0.545,73.655
0.54,1.0,5.0,4.0,0.67,45.0,1332455700.0,437.0,44.0,551.0,0.031,0.03,0.993,0.452,73.523
0.54,1.0,5.0,4.0,0.66,46.0,1359048200.0,443.0,44.0,577.0,0.083,0.032,0.99,0.465,66.858
0.56,1.0,5.0,4.0,0.64,45.0,1315441900.0,430.0,43.0,542.0,0.001,0.028,0.986,0.523,66.622
0.53,1.0,5.0,4.0,0.65,46.0,1357268500.0,438.0,44.0,591.0,0.01,0.032,0.986,0.474,65.29
0.5,1.0,5.0,4.0,0.64,48.0,1157590400.0,500.0,42.0,511.0,7.027,0.027,0.995,0.582,62.737
0.5,1.0,5.0,4.0,0.65,48.0,1147661600.0,500.0,43.0,485.0,6.939,0.029,0.993,0.552,62.116
0.5,1.0,5.0,4.0,0.65,48.0,1152979200.0,500.0,42.0,492.0,6.965,0.03,0.996,0.554,60.69
0.56,1.0,5.0,4.0,0.66,46.0,1365775100.0,429.0,43.0,567.0,0.031,0.035,0.989,0.546,51.939
0.55,1.0,5.0,4.0,0.66,46.0,1347860000.0,426.0,44.0,575.0,0.041,0.036,0.985,0.547,50.041
0.55,1.0,5.0,4.0,0.66,46.0,1384957200.0,430.0,44.0,591.0,0.055,0.041,0.984,0.572,41.91
0.57,1.0,5.0,4.0,0.65,46.0,1362356000.0,418.0,44.0,569.0,0.015,0.04,0.982,0.616,39.901
0.58,1.0,5.0,4.0,0.66,46.0,1386559500.0,421.0,44.0,576.0,0.066,0.046,0.983,0.656,32.615
0.56,1.0,5.0,5.0,0.64,46.0,1348097400.0,436.0,44.0,566.0,0.067,0.059,0.988,0.528,31.612
0.54,1.0,5.0,5.0,0.66,45.0,1317721500.0,424.0,44.0,565.0,0.028,0.057,0.986,0.574,29.929
0.56,1.0,5.0,4.0,0.66,44.0,1348472300.0,400.0,45.0,556.0,0.006,0.046,0.974,0.765,27.509
0.55,1.0,5.0,5.0,0.67,44.0,1350107000.0,432.0,44.0,570.0,0.037,0.065,0.992,0.592,25.844
0.58,1.0,5.0,5.0,0.65,45.0,1344437400.0,426.0,43.0,554.0,0.036,0.061,0.985,0.639,25.35
0.56,1.0,5.0,5.0,0.67,44.0,1369402900.0,416.0,44.0,574.0,0.035,0.072,0.986,0.689,19.805
0.58,1.0,5.0,5.0,0.65,44.0,1370363600.0,412.0,44.0,549.0,0.027,0.069,0.982,0.729,19.444
0.58,1.0,5.0,5.0,0.67,45.0,1435659100.0,424.0,44.0,611.0,0.12,0.084,0.975,0.844,13.694
spark.memory.storageFraction,spark.executor.cores,spark.executor.memory,spark.executor.instances,spark.memory.fraction,spark.shuffle.file.buffer,spark.reducer.maxBlocksInFlightPerAddress,spark.default.parallelism,spark.reducer.maxSizeInFlight,spark.executor.memoryOverhead,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
0.52,1.0,5.0,4.0,0.65,47.0,1298173400.0,489.0,43.0,528.0,2.11,0.003,0.998,0.148,2629.977
0.51,1.0,5.0,4.0,0.65,47.0,1310587900.0,490.0,43.0,536.0,2.106,0.004,0.999,0.113,2358.717
0.52,1.0,5.0,4.0,0.65,47.0,1283700500.0,494.0,42.0,545.0,2.08,0.005,0.999,0.091,2178.273
0.53,1.0,5.0,4.0,0.65,47.0,1283935100.0,494.0,43.0,535.0,2.068,0.004,0.998,0.13,1977.131
0.53,1.0,5.0,4.0,0.65,46.0,1276326800.0,494.0,43.0,538.0,2.057,0.006,0.999,0.115,1437.975
0.54,1.0,5.0,4.0,0.65,47.0,1288878000.0,487.0,43.0,542.0,4.116,0.006,0.999,0.119,1434.431
0.53,1.0,5.0,4.0,0.64,47.0,1292933200.0,485.0,43.0,537.0,2.091,0.005,0.998,0.144,1391.672
0.53,1.0,5.0,4.0,0.65,47.0,1297487500.0,490.0,44.0,543.0,2.104,0.006,0.998,0.131,1354.241
0.52,1.0,5.0,4.0,0.65,46.0,1287087000.0,496.0,44.0,542.0,2.087,0.007,0.999,0.11,1338.105
0.52,1.0,5.0,4.0,0.65,46.0,1281282700.0,491.0,44.0,530.0,4.138,0.007,0.999,0.121,1185.745
0.53,1.0,5.0,4.0,0.66,47.0,1274465000.0,496.0,44.0,537.0,2.065,0.009,0.999,0.112,1046.814
0.52,1.0,5.0,4.0,0.66,48.0,1284892500.0,492.0,42.0,534.0,4.149,0.008,0.999,0.128,1021.361
0.54,1.0,5.0,4.0,0.65,47.0,1298696400.0,490.0,43.0,540.0,2.147,0.005,0.996,0.213,984.24
0.53,1.0,5.0,4.0,0.65,46.0,1286193400.0,494.0,43.0,534.0,2.086,0.006,0.997,0.173,957.222
0.53,1.0,5.0,4.0,0.65,46.0,1262289500.0,493.0,44.0,531.0,4.052,0.011,0.999,0.101,935.058
0.53,1.0,5.0,4.0,0.65,46.0,1263127900.0,497.0,43.0,529.0,4.066,0.009,0.999,0.115,930.551
0.52,1.0,5.0,4.0,0.65,46.0,1281341400.0,494.0,44.0,532.0,2.087,0.007,0.997,0.172,807.329
0.52,1.0,5.0,4.0,0.65,47.0,1277560200.0,490.0,45.0,536.0,4.218,0.007,0.997,0.194,787.841
0.51,1.0,5.0,4.0,0.65,46.0,1283465900.0,500.0,43.0,528.0,2.059,0.009,0.998,0.148,785.227
0.53,1.0,5.0,4.0,0.65,46.0,1296373100.0,485.0,45.0,539.0,4.117,0.01,0.999,0.124,784.894
0.54,1.0,5.0,4.0,0.65,46.0,1276031100.0,487.0,44.0,539.0,2.03,0.011,0.999,0.12,774.791
0.52,1.0,5.0,4.0,0.65,48.0,1261324200.0,499.0,42.0,532.0,4.142,0.01,1.0,0.136,754.213
0.53,1.0,5.0,4.0,0.65,46.0,1306761500.0,485.0,44.0,541.0,2.073,0.009,0.998,0.145,753.429
0.51,1.0,5.0,4.0,0.65,47.0,1249500400.0,500.0,43.0,530.0,4.13,0.009,0.999,0.154,745.765
0.52,1.0,5.0,4.0,0.65,47.0,1262961700.0,500.0,42.0,530.0,2.105,0.008,0.998,0.166,744.928
0.53,1.0,5.0,4.0,0.65,48.0,1274123800.0,491.0,43.0,528.0,2.17,0.007,0.997,0.185,723.307
0.53,1.0,5.0,4.0,0.65,47.0,1306789600.0,486.0,44.0,549.0,2.156,0.008,0.997,0.169,711.663
0.52,1.0,5.0,4.0,0.65,48.0,1269629400.0,491.0,44.0,531.0,2.182,0.008,0.998,0.184,707.672
0.53,1.0,5.0,4.0,0.65,46.0,1305944700.0,486.0,44.0,537.0,2.125,0.008,0.998,0.172,685.691
0.51,1.0,5.0,4.0,0.65,46.0,1263036900.0,500.0,43.0,526.0,2.036,0.011,0.998,0.143,664.617
0.52,1.0,5.0,4.0,0.65,45.0,1315756500.0,486.0,44.0,533.0,2.1,0.01,0.998,0.159,615.322
0.52,1.0,5.0,4.0,0.65,48.0,1256883700.0,494.0,44.0,529.0,4.156,0.01,0.998,0.179,580.342
0.54,1.0,5.0,4.0,0.66,47.0,1254171000.0,494.0,44.0,534.0,2.066,0.012,0.998,0.142,576.285
0.52,1.0,5.0,4.0,0.65,48.0,1248624300.0,497.0,43.0,531.0,2.184,0.008,0.998,0.212,574.216
0.52,1.0,5.0,4.0,0.65,47.0,1245740400.0,500.0,43.0,516.0,2.11,0.01,0.998,0.182,567.623
0.52,1.0,5.0,4.0,0.65,45.0,1312902800.0,482.0,44.0,541.0,2.083,0.01,0.998,0.169,566.684
0.54,1.0,5.0,4.0,0.65,46.0,1293173200.0,482.0,44.0,545.0,2.054,0.012,0.998,0.153,565.979
0.52,1.0,5.0,4.0,0.65,47.0,1257600500.0,500.0,42.0,517.0,4.141,0.011,0.999,0.163,563.693
0.54,1.0,5.0,4.0,0.65,47.0,1278862700.0,489.0,44.0,530.0,2.141,0.009,0.996,0.192,561.547
0.53,1.0,5.0,4.0,0.66,46.0,1263167400.0,500.0,43.0,532.0,2.118,0.011,0.997,0.163,559.952
0.52,1.0,5.0,4.0,0.65,46.0,1283178000.0,486.0,45.0,522.0,2.118,0.012,0.998,0.157,546.093
0.53,1.0,5.0,4.0,0.65,47.0,1239722500.0,499.0,44.0,527.0,4.102,0.012,0.998,0.151,545.221
0.52,1.0,5.0,4.0,0.65,47.0,1258047600.0,498.0,44.0,517.0,4.153,0.01,0.998,0.178,536.784
0.52,1.0,5.0,4.0,0.64,47.0,1249826300.0,492.0,44.0,520.0,4.208,0.011,0.998,0.181,508.097
0.51,1.0,5.0,4.0,0.65,47.0,1263293400.0,500.0,42.0,517.0,4.145,0.012,0.999,0.164,490.847
0.54,1.0,5.0,4.0,0.65,46.0,1264120000.0,489.0,45.0,536.0,2.023,0.014,0.998,0.155,469.089
0.53,1.0,5.0,4.0,0.65,46.0,1264145400.0,491.0,45.0,524.0,4.122,0.014,0.998,0.159,460.518
0.53,1.0,5.0,4.0,0.65,47.0,1250100700.0,494.0,44.0,520.0,4.195,0.012,0.998,0.187,459.723
0.53,1.0,5.0,4.0,0.65,45.0,1284392100.0,491.0,44.0,525.0,0.01,0.012,0.998,0.189,451.014
0.53,1.0,5.0,4.0,0.65,45.0,1300100100.0,490.0,44.0,527.0,2.044,0.011,0.997,0.199,447.069
0.53,1.0,5.0,4.0,0.65,47.0,1249391400.0,499.0,44.0,521.0,4.149,0.013,0.998,0.179,446.38
0.53,1.0,5.0,4.0,0.65,48.0,1255964800.0,498.0,43.0,524.0,4.246,0.011,0.999,0.204,442.165
0.54,1.0,5.0,4.0,0.65,47.0,1259507200.0,489.0,45.0,524.0,4.105,0.014,0.997,0.163,429.787
0.54,1.0,5.0,4.0,0.65,46.0,1296941000.0,485.0,45.0,546.0,2.031,0.014,0.998,0.172,429.14
0.54,1.0,5.0,4.0,0.65,47.0,1276378100.0,488.0,45.0,534.0,4.201,0.011,0.996,0.207,427.772
0.52,1.0,5.0,4.0,0.65,48.0,1241515000.0,500.0,44.0,529.0,4.193,0.012,0.999,0.195,425.281
0.53,1.0,5.0,4.0,0.64,46.0,1300669600.0,485.0,44.0,527.0,2.054,0.012,0.997,0.204,418.936
0.53,1.0,5.0,4.0,0.65,46.0,1238636000.0,500.0,43.0,518.0,2.087,0.014,0.998,0.172,415.923
0.52,1.0,5.0,4.0,0.65,47.0,1231884000.0,500.0,43.0,511.0,2.143,0.012,0.997,0.212,402.889
0.52,1.0,5.0,4.0,0.65,48.0,1246096400.0,500.0,44.0,526.0,4.189,0.012,0.998,0.204,398.859
0.54,1.0,5.0,4.0,0.65,47.0,1268671900.0,496.0,44.0,523.0,2.133,0.012,0.996,0.213,390.696
0.54,1.0,5.0,4.0,0.64,47.0,1281802000.0,484.0,44.0,522.0,2.098,0.013,0.996,0.195,390.338
0.53,1.0,5.0,4.0,0.66,45.0,1306901900.0,493.0,42.0,547.0,0.03,0.013,0.998,0.196,388.862
0.54,1.0,5.0,4.0,0.65,46.0,1308270500.0,482.0,44.0,542.0,2.101,0.012,0.997,0.215,387.798
0.54,1.0,5.0,4.0,0.65,45.0,1272720400.0,491.0,44.0,531.0,0.015,0.013,0.998,0.2,371.576
0.53,1.0,5.0,4.0,0.65,48.0,1247576800.0,500.0,43.0,526.0,2.206,0.012,0.997,0.235,360.856
0.54,1.0,5.0,4.0,0.65,48.0,1270869100.0,492.0,44.0,529.0,4.255,0.012,0.996,0.235,353.127
0.52,1.0,5.0,4.0,0.65,46.0,1243258400.0,495.0,44.0,510.0,2.086,0.014,0.996,0.197,350.125
0.52,1.0,5.0,4.0,0.66,44.0,1324097900.0,492.0,43.0,542.0,0.028,0.011,0.996,0.255,349.368
0.52,1.0,5.0,4.0,0.65,48.0,1241397400.0,500.0,43.0,510.0,4.2,0.013,0.999,0.218,345.567
0.54,1.0,5.0,4.0,0.65,46.0,1285009700.0,486.0,46.0,546.0,2.093,0.016,0.997,0.18,342.352
0.5,1.0,5.0,4.0,0.65,47.0,1240597800.0,500.0,44.0,525.0,4.179,0.015,0.999,0.204,336.148
0.54,1.0,5.0,4.0,0.66,48.0,1276715300.0,492.0,45.0,537.0,4.188,0.014,0.996,0.215,333.552
0.53,1.0,5.0,4.0,0.65,48.0,1250189600.0,499.0,44.0,538.0,2.271,0.011,0.996,0.262,332.503
0.51,1.0,5.0,4.0,0.64,47.0,1236239600.0,499.0,43.0,511.0,4.198,0.015,0.998,0.212,322.027
0.53,1.0,5.0,4.0,0.65,46.0,1315113500.0,478.0,45.0,545.0,2.159,0.014,0.996,0.218,320.98
0.54,1.0,5.0,4.0,0.65,45.0,1311323500.0,480.0,44.0,536.0,2.044,0.014,0.998,0.217,320.838
0.55,1.0,5.0,4.0,0.65,47.0,1315561600.0,475.0,44.0,542.0,2.13,0.014,0.996,0.228,317.514
0.52,1.0,5.0,4.0,0.65,46.0,1250740700.0,500.0,44.0,507.0,2.108,0.015,0.997,0.204,317.415
0.54,1.0,5.0,4.0,0.65,48.0,1275915000.0,485.0,44.0,534.0,2.24,0.012,0.994,0.27,315.22
0.53,1.0,5.0,4.0,0.65,48.0,1260052700.0,494.0,44.0,534.0,4.342,0.01,0.995,0.305,314.672
0.52,1.0,5.0,4.0,0.65,44.0,1266303700.0,493.0,45.0,526.0,0.011,0.016,0.996,0.2,314.208
0.53,1.0,5.0,4.0,0.65,48.0,1260051200.0,489.0,45.0,525.0,4.244,0.014,0.997,0.224,313.719
0.52,1.0,5.0,4.0,0.65,48.0,1242531700.0,500.0,42.0,516.0,4.23,0.014,0.999,0.223,311.136
0.52,1.0,5.0,4.0,0.64,47.0,1241983700.0,500.0,44.0,514.0,2.151,0.014,0.997,0.227,308.851
0.52,1.0,5.0,4.0,0.65,48.0,1230425300.0,500.0,43.0,516.0,4.298,0.013,0.998,0.252,304.577
0.55,1.0,5.0,4.0,0.65,47.0,1255482000.0,493.0,44.0,524.0,2.141,0.014,0.995,0.232,304.337
0.51,1.0,5.0,4.0,0.65,47.0,1226218600.0,500.0,43.0,513.0,4.242,0.014,0.998,0.245,297.802
0.55,1.0,5.0,4.0,0.65,47.0,1268861300.0,489.0,45.0,540.0,2.188,0.013,0.994,0.257,293.223
0.55,1.0,5.0,4.0,0.66,47.0,1272130000.0,489.0,45.0,529.0,2.095,0.016,0.995,0.22,286.628
0.55,1.0,5.0,4.0,0.65,46.0,1318859400.0,483.0,44.0,534.0,2.041,0.014,0.997,0.242,284.8
0.51,1.0,5.0,4.0,0.65,48.0,1246223700.0,500.0,42.0,519.0,4.257,0.015,0.999,0.231,280.343
0.54,1.0,5.0,4.0,0.66,45.0,1260322600.0,498.0,44.0,523.0,2.034,0.019,0.997,0.191,277.089
0.51,1.0,5.0,4.0,0.64,47.0,1238194200.0,500.0,42.0,512.0,4.175,0.017,0.999,0.215,276.287
0.54,1.0,5.0,4.0,0.65,46.0,1257033700.0,491.0,45.0,518.0,2.055,0.017,0.996,0.21,274.954
0.54,1.0,5.0,4.0,0.65,47.0,1236306300.0,497.0,44.0,512.0,4.137,0.017,0.996,0.219,271.601
0.55,1.0,5.0,4.0,0.65,45.0,1287241000.0,485.0,45.0,535.0,2.024,0.017,0.997,0.216,271.084
0.52,1.0,5.0,4.0,0.65,46.0,1232759600.0,500.0,44.0,508.0,4.129,0.017,0.996,0.224,267.47
0.55,1.0,5.0,4.0,0.66,45.0,1307334500.0,485.0,44.0,540.0,2.018,0.016,0.998,0.229,263.806
0.53,1.0,5.0,4.0,0.65,47.0,1225860000.0,500.0,44.0,509.0,4.196,0.017,0.997,0.229,259.851
0.54,1.0,5.0,4.0,0.65,45.0,1273750800.0,487.0,46.0,533.0,4.014,0.018,0.996,0.21,257.893
0.53,1.0,5.0,4.0,0.65,48.0,1236434700.0,500.0,44.0,526.0,4.261,0.015,0.997,0.261,256.097
0.54,1.0,5.0,4.0,0.65,47.0,1246933600.0,492.0,45.0,512.0,2.106,0.017,0.995,0.228,253.915
0.55,1.0,5.0,4.0,0.66,46.0,1253270900.0,496.0,44.0,524.0,2.074,0.019,0.996,0.212,252.833
0.5,1.0,5.0,4.0,0.64,47.0,1243054100.0,500.0,43.0,511.0,6.462,0.016,0.999,0.25,246.383
0.54,1.0,5.0,4.0,0.65,45.0,1244804400.0,491.0,45.0,522.0,4.092,0.02,0.996,0.208,244.586
0.54,1.0,5.0,4.0,0.65,47.0,1244892300.0,495.0,45.0,518.0,4.19,0.017,0.995,0.246,239.937
0.52,1.0,5.0,4.0,0.65,48.0,1220540900.0,500.0,43.0,518.0,4.376,0.013,0.998,0.312,239.119
0.55,1.0,5.0,4.0,0.65,45.0,1312508500.0,483.0,44.0,534.0,2.025,0.016,0.997,0.259,238.663
0.55,1.0,5.0,4.0,0.65,47.0,1253258800.0,485.0,45.0,525.0,4.178,0.017,0.994,0.247,233.771
0.51,1.0,5.0,4.0,0.64,48.0,1232442100.0,500.0,43.0,516.0,4.314,0.016,0.999,0.263,233.479
0.52,1.0,5.0,4.0,0.65,47.0,1213426600.0,500.0,43.0,502.0,4.281,0.015,0.997,0.292,231.369
0.53,1.0,5.0,4.0,0.65,45.0,1251712300.0,494.0,45.0,514.0,2.048,0.019,0.995,0.227,227.893
0.51,1.0,5.0,4.0,0.65,48.0,1244418800.0,500.0,44.0,521.0,4.358,0.015,0.998,0.288,227.535
0.53,1.0,5.0,4.0,0.65,47.0,1220430800.0,499.0,44.0,509.0,4.23,0.017,0.996,0.258,227.495
0.56,1.0,5.0,4.0,0.65,47.0,1277712300.0,484.0,45.0,532.0,2.168,0.016,0.993,0.271,226.82
0.5,1.0,5.0,4.0,0.65,47.0,1225357700.0,500.0,43.0,510.0,4.277,0.016,0.999,0.275,224.116
0.54,1.0,5.0,4.0,0.65,47.0,1233215200.0,493.0,45.0,521.0,4.246,0.017,0.994,0.268,221.364
0.53,1.0,5.0,4.0,0.65,48.0,1228944600.0,499.0,44.0,519.0,4.274,0.017,0.996,0.273,220.152
0.56,1.0,5.0,4.0,0.65,48.0,1274002600.0,483.0,45.0,539.0,2.132,0.018,0.994,0.256,217.497
0.5,1.0,5.0,4.0,0.65,48.0,1235383600.0,500.0,43.0,528.0,4.402,0.014,0.998,0.324,216.618
0.54,1.0,5.0,4.0,0.65,47.0,1236523900.0,495.0,46.0,521.0,4.18,0.019,0.995,0.253,204.244
0.51,1.0,5.0,4.0,0.64,48.0,1223609300.0,500.0,43.0,513.0,4.289,0.018,0.998,0.28,203.626
0.51,1.0,5.0,4.0,0.65,48.0,1231108400.0,500.0,43.0,519.0,4.475,0.014,0.999,0.344,202.683
0.54,1.0,5.0,4.0,0.65,48.0,1225562400.0,500.0,44.0,514.0,4.184,0.02,0.996,0.255,195.943
0.51,1.0,5.0,4.0,0.65,48.0,1230489600.0,500.0,41.0,516.0,4.299,0.02,0.999,0.265,193.065
0.54,1.0,5.0,4.0,0.65,45.0,1325481600.0,477.0,45.0,557.0,2.049,0.022,0.997,0.241,192.238
0.56,1.0,5.0,4.0,0.65,46.0,1275955600.0,482.0,46.0,538.0,2.082,0.02,0.994,0.258,192.173
0.52,1.0,5.0,4.0,0.65,48.0,1213162800.0,500.0,43.0,512.0,4.456,0.015,0.998,0.345,191.881
0.55,1.0,5.0,4.0,0.65,46.0,1310096400.0,472.0,46.0,541.0,2.117,0.021,0.995,0.265,182.843
0.54,1.0,5.0,4.0,0.65,48.0,1235888100.0,498.0,45.0,520.0,4.302,0.02,0.996,0.275,182.166
0.52,1.0,5.0,4.0,0.65,48.0,1213837600.0,500.0,44.0,504.0,4.273,0.019,0.997,0.293,180.411
0.5,1.0,5.0,4.0,0.65,48.0,1229537400.0,500.0,42.0,513.0,4.258,0.02,0.998,0.28,180.11
0.53,1.0,5.0,4.0,0.65,43.0,1338694800.0,485.0,43.0,539.0,0.001,0.015,0.996,0.364,179.216
0.51,1.0,5.0,4.0,0.65,48.0,1225181000.0,500.0,42.0,507.0,4.339,0.019,0.999,0.29,178.496
0.55,1.0,5.0,4.0,0.64,47.0,1259502500.0,481.0,46.0,523.0,2.147,0.022,0.994,0.259,176.246
0.56,1.0,5.0,4.0,0.64,46.0,1280087900.0,484.0,45.0,527.0,2.162,0.021,0.993,0.274,176.231
0.56,1.0,5.0,4.0,0.65,47.0,1296603100.0,474.0,46.0,538.0,2.16,0.018,0.991,0.31,174.792
0.51,1.0,5.0,4.0,0.64,48.0,1218902700.0,500.0,43.0,509.0,4.329,0.019,0.998,0.307,174.153
0.54,1.0,5.0,4.0,0.66,44.0,1263823600.0,496.0,45.0,528.0,0.005,0.022,0.995,0.268,171.251
0.54,1.0,5.0,4.0,0.65,44.0,1282353900.0,486.0,45.0,527.0,0.01,0.019,0.994,0.308,171.065
0.56,1.0,5.0,4.0,0.65,47.0,1269345700.0,483.0,46.0,528.0,2.178,0.02,0.992,0.293,168.276
0.55,1.0,5.0,4.0,0.65,44.0,1294210700.0,478.0,46.0,530.0,2.058,0.023,0.995,0.262,163.363
0.53,1.0,5.0,4.0,0.65,48.0,1213955300.0,500.0,44.0,514.0,4.324,0.019,0.995,0.323,163.051
0.56,1.0,5.0,4.0,0.65,46.0,1263222000.0,482.0,46.0,535.0,2.169,0.022,0.992,0.289,158.855
0.52,1.0,5.0,4.0,0.65,48.0,1190809200.0,500.0,43.0,515.0,4.535,0.016,0.996,0.391,157.103
0.56,1.0,5.0,4.0,0.65,47.0,1341733600.0,472.0,44.0,553.0,2.1,0.02,0.993,0.318,153.59
0.53,1.0,5.0,4.0,0.64,48.0,1209458400.0,500.0,44.0,510.0,4.357,0.022,0.997,0.317,146.314
0.56,1.0,5.0,4.0,0.65,46.0,1301987800.0,470.0,46.0,543.0,2.119,0.023,0.991,0.315,139.311
0.56,1.0,5.0,4.0,0.65,48.0,1282178300.0,481.0,46.0,551.0,2.19,0.022,0.99,0.327,136.451
0.56,1.0,5.0,4.0,0.65,46.0,1331730600.0,474.0,44.0,554.0,2.124,0.021,0.991,0.344,134.156
0.54,1.0,5.0,4.0,0.65,44.0,1333725700.0,477.0,45.0,560.0,0.02,0.025,0.998,0.299,134.053
0.56,1.0,5.0,4.0,0.66,45.0,1342784600.0,478.0,44.0,550.0,0.009,0.024,0.998,0.314,129.874
0.56,1.0,5.0,4.0,0.65,45.0,1324078800.0,474.0,45.0,546.0,2.04,0.024,0.995,0.33,126.308
0.51,1.0,5.0,4.0,0.65,48.0,1202379400.0,500.0,42.0,504.0,4.474,0.022,0.998,0.365,126.254
0.56,1.0,5.0,4.0,0.66,46.0,1274817700.0,479.0,47.0,534.0,4.171,0.025,0.991,0.315,123.915
0.5,1.0,5.0,4.0,0.65,48.0,1209107700.0,500.0,42.0,503.0,6.658,0.023,0.998,0.361,119.121
0.55,1.0,5.0,4.0,0.65,44.0,1336783000.0,472.0,45.0,538.0,2.036,0.024,0.995,0.367,113.081
0.57,1.0,5.0,4.0,0.65,45.0,1326247200.0,475.0,45.0,543.0,2.029,0.025,0.994,0.358,110.338
